CustomerID,Gender,Age,Income,LoanAmount,LoanTerm,CreditScore,EmploymentStatus,MaritalStatus,PreviousDefaults,Defaulted
CUST005716,Female,45,80059,10426,36,650,Part-time,Divorced,3,No
CUST005717,Female,65,98472,45840,24,710,Unemployed,Single,4,No
CUST005718,Female,65,101363,46890,48,713,Part-time,Married,3,No
CUST005719,Female,56,21820,27567,24,556,Full-time,Married,2,No
CUST005720,Male,64,20805,48496,36,704,Full-time,Widowed,4,No
CUST005721,Female,29,48995,33290,60,764,Unemployed,Widowed,3,No
CUST005722,Male,61,149094,40086,12,507,Part-time,Single,0,No
CUST005723,Female,35,149684,32390,60,369,Self-employed,Divorced,1,No
CUST005724,Female,62,50901,25405,48,766,Self-employed,Widowed,1,No
CUST005725,Female,36,65126,11698,12,331,Part-time,Divorced,1,No
CUST005726,Female,33,102298,15760,48,617,Self-employed,Widowed,0,No
CUST005727,Male,67,117332,12846,36,363,Unemployed,Single,0,No
CUST005728,Male,48,86578,42489,36,745,Part-time,Widowed,3,No
CUST005729,Male,46,134237,16671,60,772,Full-time,Divorced,1,No
CUST005730,Female,64,38934,37223,48,599,Part-time,Single,3,Yes
CUST005731,Male,33,21611,11247,36,595,Part-time,Widowed,3,Yes
CUST005732,Male,27,114797,38237,24,720,Unemployed,Married,4,No
CUST005733,Female,67,118820,49273,48,709,Self-employed,Married,4,No
CUST005734,Male,64,114235,33732,24,826,Part-time,Single,0,No
CUST005735,Male,55,51497,35704,48,750,Self-employed,Married,4,No
CUST005736,Female,35,52649,11220,24,783,Self-employed,Divorced,1,Yes
CUST005737,Female,46,92158,33907,36,609,Unemployed,Widowed,4,No
CUST005738,Female,50,45372,14747,36,769,Full-time,Divorced,0,Yes
CUST005739,Male,51,65886,49694,36,534,Unemployed,Married,1,Yes
CUST005740,Male,40,129969,21398,24,565,Part-time,Widowed,3,No
CUST005741,Male,58,31180,12145,36,692,Part-time,Single,2,Yes
CUST005742,Male,21,38107,21315,60,831,Self-employed,Single,1,No
CUST005743,Female,21,36842,43531,12,695,Full-time,Widowed,0,No
CUST005744,Female,37,116930,22475,48,337,Unemployed,Married,2,Yes
CUST005745,Female,57,107546,22912,36,311,Part-time,Widowed,0,No
CUST005746,Female,19,53584,40191,48,400,Part-time,Single,3,No
CUST005747,Male,54,73378,36344,24,831,Full-time,Single,1,No
CUST005748,Male,53,129486,38036,24,701,Unemployed,Widowed,4,No
CUST005749,Female,33,137767,13156,24,505,Part-time,Widowed,4,No
CUST005750,Male,35,135193,7338,24,412,Full-time,Single,4,No
CUST005751,Female,48,135952,44773,36,504,Part-time,Divorced,2,No
CUST005752,Female,29,53143,32069,48,517,Full-time,Single,2,No
CUST005753,Male,64,139293,44842,60,660,Part-time,Divorced,3,Yes
CUST005754,Male,24,94938,19672,12,590,Self-employed,Divorced,3,No
CUST005755,Male,23,83030,26046,48,445,Self-employed,Single,2,Yes
CUST005756,Male,28,37570,9565,48,439,Full-time,Married,2,No
CUST005757,Male,23,97261,22991,12,364,Self-employed,Married,0,No
CUST005758,Female,52,41446,26291,60,428,Part-time,Divorced,2,No
CUST005759,Male,41,114891,34911,12,504,Full-time,Married,4,No
CUST005760,Female,26,98139,49790,12,311,Full-time,Married,1,Yes
CUST005761,Male,60,39857,12895,12,827,Unemployed,Married,2,No
CUST005762,Male,69,21843,16140,12,658,Full-time,Single,1,No
CUST005763,Male,50,122680,43246,24,584,Part-time,Married,3,Yes
CUST005764,Male,57,36011,11217,36,470,Full-time,Single,2,Yes
CUST005765,Male,38,102518,15433,48,641,Part-time,Married,0,No
CUST005766,Female,21,98651,37357,36,457,Unemployed,Married,4,No
CUST005767,Female,66,87232,22109,24,477,Part-time,Divorced,2,No
CUST005768,Female,67,94382,33728,36,337,Unemployed,Widowed,2,Yes
CUST005769,Female,56,36486,11290,24,504,Self-employed,Married,1,No
CUST005770,Female,67,75665,10499,60,770,Part-time,Single,2,No
CUST005771,Male,47,132290,7150,24,467,Self-employed,Single,4,Yes
CUST005772,Male,66,56999,37927,24,408,Full-time,Widowed,3,No
CUST005773,Male,62,82961,16374,24,462,Unemployed,Widowed,4,No
CUST005774,Female,65,73766,49174,36,746,Full-time,Single,1,No
CUST005775,Female,51,145596,19196,12,688,Full-time,Married,4,No
CUST005776,Male,39,138677,43606,36,719,Self-employed,Divorced,0,No
CUST005777,Female,54,77521,24860,36,678,Part-time,Widowed,4,Yes
CUST005778,Male,44,77964,31631,12,803,Self-employed,Single,3,No
CUST005779,Male,23,56681,49986,24,758,Full-time,Married,2,Yes
CUST005780,Male,36,53838,40578,48,546,Full-time,Married,4,No
CUST005781,Female,18,42644,34997,48,796,Unemployed,Married,2,No
CUST005782,Male,31,55964,7439,48,311,Part-time,Single,0,No
CUST005783,Male,40,88859,34948,48,689,Full-time,Widowed,0,No
CUST005784,Female,52,59818,18700,24,364,Part-time,Married,2,No
CUST005785,Male,45,128208,38659,60,319,Unemployed,Married,1,No
CUST005786,Male,48,131533,33559,36,767,Full-time,Single,3,No
CUST005787,Female,38,37451,29343,48,476,Full-time,Single,0,No
CUST005788,Male,22,146738,17300,12,578,Part-time,Divorced,2,No
CUST005789,Female,45,111589,21550,48,524,Unemployed,Married,2,No
CUST005790,Female,44,56637,38487,24,559,Self-employed,Widowed,2,Yes
CUST005791,Male,53,87640,47254,36,377,Self-employed,Married,3,No
CUST005792,Male,49,56052,30464,24,803,Self-employed,Widowed,0,No
CUST005793,Female,21,123862,13002,60,394,Unemployed,Married,1,Yes
CUST005794,Male,44,24269,6227,60,518,Part-time,Divorced,0,No
CUST005795,Male,69,112005,26695,60,342,Full-time,Divorced,3,No
CUST005796,Male,59,81901,20942,60,315,Self-employed,Divorced,4,No
CUST005797,Female,28,27651,32957,36,645,Self-employed,Widowed,0,No
CUST005798,Male,25,115284,15364,12,661,Unemployed,Divorced,4,No
CUST005799,Male,66,68951,15176,36,321,Part-time,Widowed,1,No
CUST005800,Male,28,84094,40025,12,550,Unemployed,Single,2,No
CUST005801,Female,26,127908,17157,36,590,Full-time,Married,0,No
CUST005802,Male,38,94355,8392,12,474,Self-employed,Widowed,1,No
CUST005803,Male,59,30929,20166,48,590,Self-employed,Single,3,Yes
CUST005804,Male,55,105614,39773,12,477,Part-time,Divorced,2,Yes
CUST005805,Female,62,36831,42191,60,555,Unemployed,Divorced,3,No
CUST005806,Female,21,106188,42280,12,680,Part-time,Married,0,Yes
CUST005807,Male,59,26119,42640,36,448,Self-employed,Married,2,No
CUST005808,Male,58,27296,42160,12,624,Part-time,Widowed,0,No
CUST005809,Female,29,92099,32731,60,388,Part-time,Widowed,3,No
CUST005810,Male,28,27892,8029,48,511,Unemployed,Divorced,0,No
CUST005811,Female,43,78378,22711,24,835,Unemployed,Widowed,4,Yes
CUST005812,Female,50,63813,12858,24,468,Full-time,Divorced,4,Yes
CUST005813,Male,18,24124,46533,48,548,Self-employed,Divorced,3,No
CUST005814,Male,60,91081,44785,24,737,Full-time,Single,2,No
CUST005815,Male,31,71470,18588,36,773,Self-employed,Married,2,No
CUST005816,Male,50,79622,18296,24,822,Part-time,Widowed,3,Yes
CUST005817,Female,63,40910,43575,36,361,Full-time,Divorced,4,No
CUST005818,Male,56,104383,30535,60,530,Self-employed,Divorced,3,No
CUST005819,Female,21,74766,21828,12,302,Full-time,Single,3,No
CUST005820,Female,59,52960,43540,24,345,Full-time,Widowed,0,No
CUST005821,Male,23,140419,15672,36,605,Unemployed,Divorced,2,No
CUST005822,Female,41,73784,23232,12,719,Part-time,Divorced,4,No
CUST005823,Male,41,142029,32527,36,366,Part-time,Widowed,1,No
CUST005824,Male,24,124418,34213,24,359,Self-employed,Married,4,No
CUST005825,Male,37,46448,27377,24,731,Part-time,Single,0,No
CUST005826,Female,44,147081,48413,36,546,Part-time,Widowed,0,No
CUST005827,Female,33,90221,37363,12,789,Unemployed,Single,3,Yes
CUST005828,Female,69,98620,29831,12,320,Full-time,Divorced,1,Yes
CUST005829,Female,53,34806,14694,36,534,Full-time,Widowed,0,No
CUST005830,Female,52,46060,37976,12,309,Self-employed,Divorced,0,No
CUST005831,Male,52,59874,17693,36,525,Self-employed,Divorced,0,No
CUST005832,Female,49,118020,42829,24,440,Self-employed,Widowed,0,No
CUST005833,Female,53,81384,41782,36,616,Part-time,Married,0,Yes
CUST005834,Male,24,109831,36958,36,394,Full-time,Single,3,No
CUST005835,Male,66,95797,26690,60,566,Self-employed,Divorced,4,No
CUST005836,Female,52,138904,30069,24,782,Full-time,Divorced,0,No
CUST005837,Female,20,118192,41074,24,697,Unemployed,Single,3,Yes
CUST005838,Female,59,79136,15430,36,646,Part-time,Widowed,1,No
CUST005839,Female,38,73558,16826,36,696,Unemployed,Married,4,No
CUST005840,Male,28,140835,19791,24,823,Unemployed,Widowed,0,No
CUST005841,Female,42,141141,47096,60,548,Self-employed,Widowed,4,No
CUST005842,Female,68,111863,14605,48,330,Self-employed,Divorced,1,No
CUST005843,Male,63,75244,38274,48,575,Self-employed,Single,1,No
CUST005844,Female,22,82961,44468,36,586,Unemployed,Single,1,Yes
CUST005845,Female,38,67613,31092,24,717,Part-time,Married,1,No
CUST005846,Male,34,126075,42188,60,565,Full-time,Single,3,Yes
CUST005847,Male,30,68763,9160,24,325,Self-employed,Married,4,No
CUST005848,Female,28,41575,33893,24,372,Part-time,Single,4,No
CUST005849,Male,48,140089,23674,60,382,Self-employed,Married,4,No
CUST005850,Female,40,67175,42116,48,454,Full-time,Single,1,No
CUST005851,Male,41,45442,22721,24,743,Part-time,Married,3,No
CUST005852,Male,69,42849,9921,48,495,Unemployed,Married,2,No
CUST005853,Male,69,100771,26421,36,522,Self-employed,Married,0,No
CUST005854,Male,55,66775,22349,36,834,Unemployed,Single,3,No
CUST005855,Female,64,89487,23833,48,492,Full-time,Widowed,1,Yes
CUST005856,Male,51,86136,34611,60,361,Full-time,Married,1,Yes
CUST005857,Female,27,102481,24441,24,665,Part-time,Single,1,No
CUST005858,Female,62,121074,46537,48,555,Full-time,Widowed,2,No
CUST005859,Male,57,115413,24722,60,707,Full-time,Single,0,No
CUST005860,Male,23,99613,14324,60,316,Full-time,Married,0,Yes
CUST005861,Female,59,67009,38049,24,621,Self-employed,Single,4,No
CUST005862,Male,42,144366,41812,24,762,Part-time,Married,4,No
CUST005863,Female,31,120065,18987,24,847,Full-time,Divorced,2,No
CUST005864,Male,48,140116,41479,36,556,Unemployed,Widowed,2,No
CUST005865,Male,29,49769,31803,24,418,Self-employed,Single,2,No
CUST005866,Male,43,57531,49476,24,601,Self-employed,Divorced,4,No
CUST005867,Female,37,86200,49693,60,482,Full-time,Divorced,0,Yes
CUST005868,Female,24,38114,37229,48,765,Part-time,Single,0,Yes
CUST005869,Male,37,43573,44488,24,463,Full-time,Widowed,1,Yes
CUST005870,Male,56,135877,12936,60,748,Unemployed,Widowed,3,Yes
CUST005871,Male,49,99314,14067,24,372,Unemployed,Divorced,1,No
CUST005872,Male,56,71562,29695,48,555,Part-time,Single,1,No
CUST005873,Female,44,106324,6557,12,817,Self-employed,Divorced,0,Yes
CUST005874,Male,49,27778,34485,24,585,Full-time,Widowed,4,Yes
CUST005875,Male,41,100815,40582,60,805,Part-time,Single,3,No
CUST005876,Female,66,77425,30869,48,723,Part-time,Single,2,No
CUST005877,Male,19,45466,42654,24,638,Full-time,Single,3,No
CUST005878,Female,49,73312,36760,24,674,Unemployed,Widowed,3,No
CUST005879,Female,28,121328,48759,12,600,Unemployed,Divorced,1,No
CUST005880,Female,34,137636,13994,60,802,Part-time,Single,0,Yes
CUST005881,Female,43,22558,27666,24,423,Unemployed,Widowed,2,Yes
CUST005882,Male,27,117674,19613,12,337,Unemployed,Married,2,No
CUST005883,Male,26,127644,27155,60,342,Unemployed,Married,4,No
CUST005884,Male,58,144731,28624,36,581,Self-employed,Single,4,No
CUST005885,Female,52,104170,30342,12,738,Part-time,Single,3,No
CUST005886,Male,46,144456,32634,24,654,Full-time,Widowed,0,No
CUST005887,Female,63,42272,49296,60,414,Unemployed,Single,1,No
CUST005888,Male,31,60089,13471,24,579,Self-employed,Married,3,No
CUST005889,Male,37,95763,37640,12,447,Part-time,Divorced,4,No
CUST005890,Female,54,90359,45876,12,703,Self-employed,Divorced,1,Yes
CUST005891,Female,36,23361,32042,36,370,Part-time,Single,2,No
CUST005892,Male,47,96671,18266,48,486,Self-employed,Single,2,No
CUST005893,Female,28,75943,38990,60,700,Unemployed,Married,3,Yes
CUST005894,Female,59,87788,44980,36,725,Part-time,Divorced,4,No
CUST005895,Female,62,126054,32242,48,547,Unemployed,Single,1,No
CUST005896,Male,57,46472,31151,60,732,Unemployed,Divorced,2,Yes
CUST005897,Male,36,71730,17067,24,686,Full-time,Married,2,No
CUST005898,Female,54,53491,47519,36,516,Self-employed,Widowed,2,No
CUST005899,Male,22,146180,43772,36,401,Self-employed,Single,3,No
CUST005900,Female,25,80817,29873,36,844,Self-employed,Divorced,2,No
CUST005901,Female,37,115274,11541,48,597,Self-employed,Widowed,3,No
CUST005902,Male,55,24203,9875,24,497,Full-time,Single,1,Yes
CUST005903,Female,66,78595,39296,48,510,Part-time,Married,2,No
CUST005904,Male,46,66862,17901,24,374,Self-employed,Divorced,3,No
CUST005905,Male,19,90294,34569,12,813,Unemployed,Widowed,3,Yes
CUST005906,Male,34,66598,5427,12,342,Part-time,Single,0,Yes
CUST005907,Male,27,74420,29654,60,474,Part-time,Married,3,No
CUST005908,Female,53,136346,18735,12,628,Unemployed,Married,1,Yes
CUST005909,Female,45,142518,35256,36,368,Part-time,Married,0,Yes
CUST005910,Female,19,128012,48309,24,525,Self-employed,Single,1,Yes
CUST005911,Female,24,130582,20334,60,652,Part-time,Single,0,No
CUST005912,Male,68,96312,31944,24,740,Self-employed,Married,1,No
CUST005913,Male,62,115321,29385,36,367,Full-time,Divorced,0,No
CUST005914,Male,54,101917,18984,12,378,Self-employed,Married,4,Yes
CUST005915,Male,29,57777,44758,12,671,Part-time,Divorced,0,No
CUST005916,Male,62,73172,10411,48,540,Self-employed,Single,4,Yes
CUST005917,Male,26,106911,25081,36,685,Part-time,Widowed,1,No
CUST005918,Female,31,64930,18087,48,448,Self-employed,Divorced,4,Yes
CUST005919,Female,46,81139,27731,36,713,Self-employed,Widowed,4,No
CUST005920,Female,68,81557,44194,60,662,Full-time,Widowed,2,No
CUST005921,Female,54,100522,13057,36,329,Full-time,Married,4,No
CUST005922,Male,22,35237,48347,24,686,Part-time,Single,4,No
CUST005923,Male,45,113427,39086,12,388,Unemployed,Divorced,1,No
CUST005924,Male,35,143478,10391,36,389,Unemployed,Widowed,2,No
CUST005925,Male,19,69038,15721,48,391,Unemployed,Single,0,No
CUST005926,Female,40,71720,41764,60,732,Unemployed,Divorced,0,No
CUST005927,Male,61,94635,12015,48,679,Self-employed,Widowed,1,No
CUST005928,Female,69,38174,10842,36,761,Part-time,Divorced,0,No
CUST005929,Female,20,118516,47693,12,552,Part-time,Married,2,No
CUST005930,Male,27,84783,5387,12,488,Full-time,Divorced,0,Yes
CUST005931,Female,19,101911,40731,36,720,Self-employed,Single,0,No
CUST005932,Female,49,33223,37674,60,370,Unemployed,Married,1,No
CUST005933,Male,51,107908,11090,60,548,Full-time,Married,2,No
CUST005934,Female,31,44812,24419,48,797,Part-time,Married,0,No
CUST005935,Male,50,30823,10847,60,818,Full-time,Married,0,No
CUST005936,Male,21,46028,8028,48,715,Full-time,Single,0,No
CUST005937,Male,59,106891,25052,12,388,Self-employed,Married,4,No
CUST005938,Male,48,68776,32123,36,406,Self-employed,Divorced,4,No
CUST005939,Male,61,124785,32497,12,713,Self-employed,Single,0,No
CUST005940,Female,60,58047,24260,12,406,Unemployed,Single,4,No
CUST005941,Female,29,35638,45698,48,385,Self-employed,Widowed,3,Yes
CUST005942,Female,45,145436,47190,12,311,Self-employed,Single,3,No
CUST005943,Male,55,130578,35855,24,745,Full-time,Married,1,No
CUST005944,Female,22,121103,25835,12,653,Full-time,Married,1,No
CUST005945,Male,67,138712,23142,24,422,Full-time,Divorced,1,Yes
CUST005946,Male,50,94979,7269,36,469,Full-time,Divorced,4,No
CUST005947,Female,42,127731,46489,48,302,Unemployed,Widowed,1,No
CUST005948,Male,40,96831,20946,60,372,Part-time,Divorced,1,Yes
CUST005949,Male,50,49591,35688,48,712,Unemployed,Single,1,No
CUST005950,Female,59,58265,30762,48,652,Part-time,Single,3,No
CUST005951,Male,38,124797,31594,24,310,Unemployed,Single,0,No
CUST005952,Female,43,50285,47583,36,675,Self-employed,Widowed,2,No
CUST005953,Male,31,136746,47022,24,402,Self-employed,Divorced,3,No
CUST005954,Female,44,22907,23449,48,514,Full-time,Divorced,3,No
CUST005955,Male,18,82731,23434,48,435,Unemployed,Widowed,0,No
CUST005956,Female,64,75487,7773,24,544,Self-employed,Divorced,2,No
CUST005957,Male,57,147339,11805,36,795,Self-employed,Widowed,4,Yes
CUST005958,Male,34,106394,47134,12,540,Full-time,Widowed,3,No
CUST005959,Male,23,111996,39097,12,827,Self-employed,Divorced,2,No
CUST005960,Female,27,69452,29237,60,690,Part-time,Widowed,2,No
CUST005961,Male,48,142398,21240,60,581,Self-employed,Widowed,4,No
CUST005962,Female,51,146592,18585,60,437,Full-time,Married,2,No
CUST005963,Female,68,132084,35117,60,305,Unemployed,Single,4,No
CUST005964,Male,36,22042,23135,12,667,Part-time,Widowed,3,No
CUST005965,Male,55,79115,27963,48,565,Full-time,Divorced,3,Yes
CUST005966,Male,27,62396,26232,12,589,Full-time,Widowed,0,Yes
CUST005967,Male,69,74384,13683,12,548,Self-employed,Divorced,1,Yes
CUST005968,Male,19,46634,30064,60,635,Part-time,Single,4,No
CUST005969,Female,67,117177,49548,48,710,Unemployed,Divorced,4,Yes
CUST005970,Female,45,116833,43288,48,451,Part-time,Divorced,4,No
CUST005971,Male,43,60571,9888,12,490,Self-employed,Single,1,No
CUST005972,Male,20,46875,6415,12,520,Full-time,Widowed,1,No
CUST005973,Male,31,135931,16888,48,786,Self-employed,Single,1,Yes
CUST005974,Male,64,99898,29346,12,562,Unemployed,Married,2,No
CUST005975,Male,40,106846,17842,12,313,Part-time,Divorced,4,Yes
CUST005976,Female,69,86956,21090,24,715,Self-employed,Married,0,No
CUST005977,Female,32,127335,49687,24,699,Part-time,Single,2,No
CUST005978,Male,59,68096,47417,24,401,Full-time,Married,3,Yes
CUST005979,Female,34,68498,6442,12,397,Part-time,Single,1,No
CUST005980,Female,24,48940,26343,48,842,Self-employed,Divorced,4,No
CUST005981,Male,46,146300,37044,12,719,Full-time,Widowed,2,Yes
CUST005982,Female,21,30705,11114,12,762,Full-time,Married,3,No
CUST005983,Male,39,37114,13182,48,652,Part-time,Widowed,0,No
CUST005984,Female,21,103328,18890,36,701,Unemployed,Married,0,Yes
CUST005985,Female,21,92042,45844,36,738,Full-time,Single,3,No
CUST005986,Male,49,56315,11377,48,779,Full-time,Widowed,1,No
CUST005987,Female,51,42570,22600,48,318,Part-time,Married,2,No
CUST005988,Female,34,90250,31533,36,365,Self-employed,Single,0,Yes
CUST005989,Male,29,73475,13140,24,588,Part-time,Divorced,2,No
CUST005990,Female,25,58600,25658,36,453,Full-time,Married,0,No
CUST005991,Male,55,21412,18931,36,339,Part-time,Divorced,2,Yes
CUST005992,Male,50,77751,43453,24,764,Unemployed,Married,1,No
CUST005993,Male,47,109608,43764,36,376,Part-time,Married,3,No
CUST005994,Male,25,148104,29160,12,830,Unemployed,Single,2,No
CUST005995,Male,20,121229,48843,48,612,Self-employed,Single,1,No
CUST005996,Male,24,143182,42208,36,328,Self-employed,Single,4,Yes
CUST005997,Female,39,149338,27217,36,699,Self-employed,Married,3,No
CUST005998,Male,38,106869,40070,36,439,Part-time,Divorced,4,No
CUST005999,Female,25,54551,24768,24,588,Unemployed,Widowed,1,Yes
CUST006000,Female,68,121283,46920,60,344,Self-employed,Single,1,No
CUST006001,Female,55,97086,8138,60,385,Part-time,Single,4,No
CUST006002,Female,24,45650,16847,24,469,Part-time,Single,2,No
CUST006003,Female,45,121249,35842,36,714,Self-employed,Widowed,2,No
CUST006004,Female,34,27182,25194,24,415,Self-employed,Married,4,Yes
CUST006005,Male,49,78035,16749,48,437,Part-time,Married,4,No
CUST006006,Male,22,105023,8711,12,846,Self-employed,Widowed,2,No
CUST006007,Female,31,113428,14542,36,732,Self-employed,Widowed,1,Yes
CUST006008,Female,50,61035,23822,36,529,Self-employed,Married,3,Yes
CUST006009,Male,23,36374,10248,12,501,Part-time,Widowed,1,Yes
CUST006010,Male,66,29193,25266,48,412,Unemployed,Divorced,0,Yes
CUST006011,Male,54,79843,40961,12,617,Self-employed,Divorced,4,Yes
CUST006012,Female,63,107085,29377,24,654,Full-time,Widowed,0,Yes
CUST006013,Female,54,22239,20602,12,622,Part-time,Single,2,Yes
CUST006014,Female,61,83270,27856,24,743,Unemployed,Single,2,No
CUST006015,Female,22,103132,8815,48,407,Unemployed,Married,2,No
CUST006016,Female,28,63966,49033,60,677,Unemployed,Single,0,No
CUST006017,Male,51,114358,31006,36,746,Unemployed,Widowed,1,No
CUST006018,Female,60,125521,28249,36,530,Unemployed,Single,4,No
CUST006019,Female,62,122036,28803,48,799,Part-time,Married,0,No
CUST006020,Male,18,128869,7519,24,362,Part-time,Divorced,2,No
CUST006021,Female,62,44850,49325,12,394,Unemployed,Single,3,No
CUST006022,Female,24,144333,16446,60,555,Full-time,Single,1,No
CUST006023,Male,39,63884,44098,60,718,Unemployed,Divorced,0,No
CUST006024,Female,31,134639,8693,36,690,Self-employed,Single,3,No
CUST006025,Female,68,114176,23610,12,816,Self-employed,Single,4,Yes
CUST006026,Female,41,56357,14612,24,371,Full-time,Widowed,1,No
CUST006027,Male,40,20889,48731,48,651,Self-employed,Married,0,No
CUST006028,Male,51,30343,26905,12,751,Part-time,Divorced,0,No
CUST006029,Female,35,139391,37143,12,341,Self-employed,Married,1,No
CUST006030,Male,67,123085,23396,48,771,Full-time,Single,4,No
CUST006031,Male,37,123287,11788,48,731,Self-employed,Married,2,No
CUST006032,Male,23,141644,22410,48,815,Self-employed,Widowed,4,No
CUST006033,Male,45,49191,37791,24,542,Self-employed,Widowed,1,No
CUST006034,Male,18,20429,45460,60,656,Full-time,Married,4,No
CUST006035,Male,28,106180,42829,24,679,Part-time,Single,2,No
CUST006036,Female,37,80615,5015,48,788,Full-time,Widowed,1,No
CUST006037,Male,46,125578,39661,60,546,Unemployed,Divorced,1,No
CUST006038,Female,55,137704,27041,24,846,Self-employed,Divorced,4,Yes
CUST006039,Female,68,133978,49247,12,779,Unemployed,Married,1,No
CUST006040,Male,69,126690,37576,24,594,Full-time,Widowed,2,No
CUST006041,Female,34,35098,43825,36,330,Part-time,Single,2,No
CUST006042,Female,61,51315,36475,48,802,Full-time,Single,3,No
CUST006043,Female,18,96917,48506,36,362,Part-time,Widowed,3,No
CUST006044,Male,54,38710,30761,48,524,Part-time,Widowed,0,No
CUST006045,Female,69,129850,23838,24,305,Unemployed,Widowed,1,No
CUST006046,Male,40,119186,13851,36,748,Self-employed,Single,3,No
CUST006047,Female,51,41259,31482,24,469,Full-time,Divorced,4,No
CUST006048,Male,67,25809,26892,60,464,Full-time,Single,0,No
CUST006049,Female,19,42879,11514,24,726,Part-time,Married,3,No
CUST006050,Female,66,86501,7901,48,316,Full-time,Widowed,1,Yes
CUST006051,Male,25,57133,31004,12,539,Part-time,Married,0,No
CUST006052,Male,44,94341,48316,60,540,Full-time,Single,2,No
CUST006053,Female,46,97961,23178,36,382,Unemployed,Single,2,Yes
CUST006054,Male,23,115871,35719,12,796,Unemployed,Widowed,2,No
CUST006055,Female,56,138529,13555,24,772,Part-time,Single,3,Yes
CUST006056,Female,52,125310,47584,12,528,Part-time,Divorced,1,No
CUST006057,Female,54,103509,35231,48,473,Self-employed,Married,2,No
CUST006058,Female,45,92611,44277,60,841,Full-time,Divorced,0,No
CUST006059,Male,35,76343,9053,12,687,Part-time,Single,0,No
CUST006060,Male,44,20754,9806,36,649,Self-employed,Single,0,No
CUST006061,Female,31,24215,26700,24,611,Self-employed,Divorced,3,No
CUST006062,Male,49,49482,17638,60,809,Self-employed,Married,4,No
CUST006063,Female,20,20791,6960,48,415,Unemployed,Married,2,No
CUST006064,Female,18,58199,32781,24,444,Part-time,Single,0,Yes
CUST006065,Female,27,126385,11273,36,726,Unemployed,Divorced,3,No
CUST006066,Male,44,94402,15849,12,747,Self-employed,Married,2,Yes
CUST006067,Male,64,97003,6493,12,342,Full-time,Married,3,No
CUST006068,Male,43,133535,27920,60,686,Unemployed,Married,3,Yes
CUST006069,Male,67,73513,20387,24,423,Unemployed,Widowed,3,No
CUST006070,Female,62,133900,17588,12,365,Self-employed,Divorced,1,Yes
CUST006071,Male,57,149710,43367,12,594,Unemployed,Married,4,No
CUST006072,Male,57,101851,35559,12,541,Part-time,Widowed,1,No
CUST006073,Female,28,115447,7532,12,821,Unemployed,Divorced,1,No
CUST006074,Female,23,42882,12758,24,566,Full-time,Single,3,Yes
CUST006075,Female,55,90438,9362,24,718,Self-employed,Divorced,2,No
CUST006076,Male,21,125594,48459,12,831,Unemployed,Single,0,No
CUST006077,Female,67,115374,26819,60,337,Full-time,Widowed,1,Yes
CUST006078,Female,19,35530,11663,12,393,Part-time,Divorced,4,No
CUST006079,Male,63,53026,24646,24,834,Full-time,Divorced,3,No
CUST006080,Female,54,134030,5070,12,697,Part-time,Married,4,No
CUST006081,Female,25,71824,28647,24,741,Self-employed,Widowed,4,No
CUST006082,Male,23,67397,28406,60,717,Full-time,Married,2,Yes
CUST006083,Male,69,40561,46765,36,821,Full-time,Widowed,2,No
CUST006084,Male,69,87077,21753,12,369,Part-time,Married,0,Yes
CUST006085,Female,58,95688,11913,24,459,Part-time,Married,0,No
CUST006086,Male,30,72330,34331,12,442,Unemployed,Divorced,3,Yes
CUST006087,Male,44,88674,21331,12,495,Full-time,Single,0,No
CUST006088,Female,42,39268,28206,12,674,Self-employed,Married,3,No
CUST006089,Female,47,66555,29932,24,418,Full-time,Single,3,No
CUST006090,Male,24,131432,39120,24,797,Part-time,Married,2,No
CUST006091,Female,58,25870,19918,48,456,Part-time,Single,3,No
CUST006092,Female,38,67086,26605,24,829,Part-time,Single,2,No
CUST006093,Female,37,146821,12465,36,794,Self-employed,Divorced,1,Yes
CUST006094,Female,45,69437,16599,24,690,Full-time,Widowed,3,No
CUST006095,Female,59,36985,47062,12,800,Full-time,Widowed,3,No
CUST006096,Female,18,103150,25332,24,721,Self-employed,Widowed,3,No
CUST006097,Male,55,89670,8418,36,787,Full-time,Divorced,3,Yes
CUST006098,Female,65,112748,9431,36,489,Full-time,Married,4,No
CUST006099,Female,41,136555,48671,36,634,Part-time,Widowed,1,No
CUST006100,Male,20,70949,12357,12,568,Self-employed,Married,2,Yes
CUST006101,Male,60,118529,9619,60,362,Self-employed,Divorced,0,No
CUST006102,Male,34,143192,47384,24,617,Self-employed,Divorced,4,No
CUST006103,Female,21,149976,5387,36,599,Part-time,Divorced,0,Yes
CUST006104,Male,51,49180,19983,60,719,Part-time,Widowed,1,No
CUST006105,Female,38,25739,45235,12,379,Part-time,Widowed,1,No
CUST006106,Male,59,53291,41200,60,847,Full-time,Single,0,No
CUST006107,Male,31,137435,47947,24,625,Full-time,Divorced,3,Yes
CUST006108,Male,34,40648,10180,48,726,Self-employed,Married,2,Yes
CUST006109,Male,39,72967,6215,60,638,Unemployed,Married,2,No
CUST006110,Female,22,93147,46174,36,350,Full-time,Divorced,3,No
CUST006111,Male,69,78907,38236,48,632,Self-employed,Widowed,4,Yes
CUST006112,Female,28,58369,19564,36,513,Full-time,Widowed,0,No
CUST006113,Male,36,55378,47578,24,793,Full-time,Divorced,3,No
